slug,title,discoteca_slug,subtitle,description,event_type,start_at,end_at,door_open_at,currency,price_from,price_to,tickets_url,poster_url,status,active,source,metadata
hi-ibiza-20260719-the-anarchist,The Anarchist @ 19 Jul 2026,hi-ibiza,Lineup TBA,The Anarchist en hi-ibiza - 19/07/2026,event,2026-07-19T23:59:00Z,2026-07-20T06:00:00Z,2026-07-19T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260719-solomun-+1,Solomun +1 @ 19 Jul 2026,pacha,Solomun,Solomun +1 en pacha - 19/07/2026,event,2026-07-19T23:59:00Z,2026-07-20T06:00:00Z,2026-07-19T23:00:00Z,EUR,60,140,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260719-carl-cox,Carl Cox @ 19 Jul 2026,unvrs,Carl Cox all-night-long,Carl Cox en unvrs - 19/07/2026,event,2026-07-19T23:59:00Z,2026-07-20T06:00:00Z,2026-07-19T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260719-together,Together @ 19 Jul 2026,amnesia,Lineup TBA,Together en amnesia - 19/07/2026,event,2026-07-19T23:59:00Z,2026-07-20T06:00:00Z,2026-07-19T23:00:00Z,EUR,50,120,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260720-f***-me-im-famous,F*** ME I'M FAMOUS! @ 20 Jul 2026,ushuaia,David Guetta & Friends,F*** ME I'M FAMOUS! en ushuaia - 20/07/2026,event,2026-07-20T23:59:00Z,2026-07-21T06:00:00Z,2026-07-20T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260720-solèy,Solèy @ 20 Jul 2026,hi-ibiza,Francis Mercier & Guests,Solèy en hi-ibiza - 20/07/2026,event,2026-07-20T23:59:00Z,2026-07-21T06:00:00Z,2026-07-20T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260720-sonny-fodera,Sonny Fodera @ 20 Jul 2026,pacha,Sonny Fodera & Friends,Sonny Fodera en pacha - 20/07/2026,event,2026-07-20T23:59:00Z,2026-07-21T06:00:00Z,2026-07-20T23:00:00Z,EUR,45,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260720-experts-only,Experts Only @ 20 Jul 2026,unvrs,John Summit,Experts Only en unvrs - 20/07/2026,event,2026-07-20T23:59:00Z,2026-07-21T06:00:00Z,2026-07-20T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
dc10-20260720-circoloco,Circoloco @ 20 Jul 2026,dc10,Lineup TBA,Circoloco en dc10 - 20/07/2026,event,2026-07-20T23:59:00Z,2026-07-21T06:00:00Z,2026-07-20T23:00:00Z,EUR,50,130,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
ushuaia-20260721-calvin-harris,Calvin Harris @ 21 Jul 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 21/07/2026,event,2026-07-21T23:59:00Z,2026-07-22T06:00:00Z,2026-07-21T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260721-eastenderz,eastenderz @ 21 Jul 2026,hi-ibiza,East End Dubs & Guests,eastenderz en hi-ibiza - 21/07/2026,event,2026-07-21T23:59:00Z,2026-07-22T06:00:00Z,2026-07-21T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260721-vintage-culture,Vintage Culture @ 21 Jul 2026,pacha,Vintage Culture,Vintage Culture en pacha - 21/07/2026,event,2026-07-21T23:59:00Z,2026-07-22T06:00:00Z,2026-07-21T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260721-æden,ÆDEN @ 21 Jul 2026,unvrs,Anyma,ÆDEN en unvrs - 21/07/2026,event,2026-07-21T23:59:00Z,2026-07-22T06:00:00Z,2026-07-21T23:00:00Z,EUR,80,200,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260721-cocoon,Cocoon @ 21 Jul 2026,amnesia,Sven Väth,Cocoon en amnesia - 21/07/2026,event,2026-07-21T23:59:00Z,2026-07-22T06:00:00Z,2026-07-21T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260722-tomorrowland,Tomorrowland @ 22 Jul 2026,ushuaia,Dimitri Vegas & Like Mike,Tomorrowland en ushuaia - 22/07/2026,event,2026-07-22T23:59:00Z,2026-07-23T06:00:00Z,2026-07-22T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260722-our-house,OUR HOUSE @ 22 Jul 2026,hi-ibiza,MEDUZA + James Hype,OUR HOUSE en hi-ibiza - 22/07/2026,event,2026-07-22T23:59:00Z,2026-07-23T06:00:00Z,2026-07-22T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260722-abracadabra,Abracadabra @ 22 Jul 2026,pacha,BLOND:ISH & Friends,Abracadabra en pacha - 22/07/2026,event,2026-07-22T23:59:00Z,2026-07-23T06:00:00Z,2026-07-22T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260722-paradise,Paradise @ 22 Jul 2026,unvrs,Jamie Jones,Paradise en unvrs - 22/07/2026,event,2026-07-22T23:59:00Z,2026-07-23T06:00:00Z,2026-07-22T23:00:00Z,EUR,65,170,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
ushuaia-20260723-martin-garrix,Martin Garrix @ 23 Jul 2026,ushuaia,Martin Garrix,Martin Garrix en ushuaia - 23/07/2026,event,2026-07-23T23:59:00Z,2026-07-24T06:00:00Z,2026-07-23T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260723-bed,bed @ 23 Jul 2026,hi-ibiza,Lineup TBA,bed en hi-ibiza - 23/07/2026,event,2026-07-23T23:59:00Z,2026-07-24T06:00:00Z,2026-07-23T23:00:00Z,EUR,50,120,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260723-music-on,Music On @ 23 Jul 2026,pacha,Marco Carola,Music On en pacha - 23/07/2026,event,2026-07-23T23:59:00Z,2026-07-24T06:00:00Z,2026-07-23T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260723-fisher,FISHER @ 23 Jul 2026,unvrs,FISHER & Friends,FISHER en unvrs - 23/07/2026,event,2026-07-23T23:59:00Z,2026-07-24T06:00:00Z,2026-07-23T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
eden-20260723-toolroom,Toolroom @ 23 Jul 2026,eden,Lineup TBA,Toolroom en eden - 23/07/2026,event,2026-07-23T23:59:00Z,2026-07-24T06:00:00Z,2026-07-23T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260724-calvin-harris,Calvin Harris @ 24 Jul 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 24/07/2026,event,2026-07-24T23:59:00Z,2026-07-25T06:00:00Z,2026-07-24T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260724-dom-dolla,Dom Dolla @ 24 Jul 2026,hi-ibiza,Dom Dolla & Friends,Dom Dolla en hi-ibiza - 24/07/2026,event,2026-07-24T23:59:00Z,2026-07-25T06:00:00Z,2026-07-24T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260724-music-on,Music On @ 24 Jul 2026,pacha,Marco Carola,Music On en pacha - 24/07/2026,event,2026-07-24T23:59:00Z,2026-07-25T06:00:00Z,2026-07-24T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260724-galactic-circus,Galactic Circus @ 24 Jul 2026,unvrs,David Guetta,Galactic Circus en unvrs - 24/07/2026,event,2026-07-24T23:59:00Z,2026-07-25T06:00:00Z,2026-07-24T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260724-glitterbox,Glitterbox @ 24 Jul 2026,amnesia,Armand Van Helden,Glitterbox en amnesia - 24/07/2026,event,2026-07-24T23:59:00Z,2026-07-25T06:00:00Z,2026-07-24T23:00:00Z,EUR,60,140,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
eden-20260724-viva-warriors,Viva Warriors @ 24 Jul 2026,eden,Lineup TBA,Viva Warriors en eden - 24/07/2026,event,2026-07-24T23:59:00Z,2026-07-25T06:00:00Z,2026-07-24T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260725-ants,ANTS @ 25 Jul 2026,ushuaia,Lineup estelar,ANTS en ushuaia - 25/07/2026,event,2026-07-25T23:59:00Z,2026-07-26T06:00:00Z,2026-07-25T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260725-black-coffee,Black Coffee @ 25 Jul 2026,hi-ibiza,Black Coffee & Friends,Black Coffee en hi-ibiza - 25/07/2026,event,2026-07-25T23:59:00Z,2026-07-26T06:00:00Z,2026-07-25T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260725-robin-schulz,Robin Schulz @ 25 Jul 2026,pacha,Robin Schulz & Friends,Robin Schulz en pacha - 25/07/2026,event,2026-07-25T23:59:00Z,2026-07-26T06:00:00Z,2026-07-25T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260725-elrow,elrow @ 25 Jul 2026,unvrs,Enter the Wortex,elrow en unvrs - 25/07/2026,event,2026-07-25T23:59:00Z,2026-07-26T06:00:00Z,2026-07-25T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260725-elrow,elrow @ 25 Jul 2026,amnesia,Lineup loco,elrow en amnesia - 25/07/2026,event,2026-07-25T23:59:00Z,2026-07-26T06:00:00Z,2026-07-25T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
dc10-20260725-circoloco,Circoloco @ 25 Jul 2026,dc10,Lineup TBA,Circoloco en dc10 - 25/07/2026,event,2026-07-25T23:59:00Z,2026-07-26T06:00:00Z,2026-07-25T23:00:00Z,EUR,55,140,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
eden-20260725-defected,Defected @ 25 Jul 2026,eden,Lineup TBA,Defected en eden - 25/07/2026,event,2026-07-25T23:59:00Z,2026-07-26T06:00:00Z,2026-07-25T23:00:00Z,EUR,40,90,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260726-swedish-house-mafia,Swedish House Mafia @ 26 Jul 2026,ushuaia,SHM,Swedish House Mafia en ushuaia - 26/07/2026,event,2026-07-26T23:59:00Z,2026-07-27T06:00:00Z,2026-07-26T23:00:00Z,EUR,75,180,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260726-the-anarchist,The Anarchist @ 26 Jul 2026,hi-ibiza,Lineup TBA,The Anarchist en hi-ibiza - 26/07/2026,event,2026-07-26T23:59:00Z,2026-07-27T06:00:00Z,2026-07-26T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260726-solomun-+1,Solomun +1 @ 26 Jul 2026,pacha,Solomun,Solomun +1 en pacha - 26/07/2026,event,2026-07-26T23:59:00Z,2026-07-27T06:00:00Z,2026-07-26T23:00:00Z,EUR,60,140,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260726-carl-cox,Carl Cox @ 26 Jul 2026,unvrs,Carl Cox all-night-long,Carl Cox en unvrs - 26/07/2026,event,2026-07-26T23:59:00Z,2026-07-27T06:00:00Z,2026-07-26T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260726-together,Together @ 26 Jul 2026,amnesia,Lineup TBA,Together en amnesia - 26/07/2026,event,2026-07-26T23:59:00Z,2026-07-27T06:00:00Z,2026-07-26T23:00:00Z,EUR,50,120,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260727-f***-me-im-famous,F*** ME I'M FAMOUS! @ 27 Jul 2026,ushuaia,David Guetta & Friends,F*** ME I'M FAMOUS! en ushuaia - 27/07/2026,event,2026-07-27T23:59:00Z,2026-07-28T06:00:00Z,2026-07-27T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260727-solèy,Solèy @ 27 Jul 2026,hi-ibiza,Francis Mercier & Guests,Solèy en hi-ibiza - 27/07/2026,event,2026-07-27T23:59:00Z,2026-07-28T06:00:00Z,2026-07-27T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260727-sonny-fodera,Sonny Fodera @ 27 Jul 2026,pacha,Sonny Fodera & Friends,Sonny Fodera en pacha - 27/07/2026,event,2026-07-27T23:59:00Z,2026-07-28T06:00:00Z,2026-07-27T23:00:00Z,EUR,45,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260727-experts-only,Experts Only @ 27 Jul 2026,unvrs,John Summit,Experts Only en unvrs - 27/07/2026,event,2026-07-27T23:59:00Z,2026-07-28T06:00:00Z,2026-07-27T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
dc10-20260727-circoloco,Circoloco @ 27 Jul 2026,dc10,Lineup TBA,Circoloco en dc10 - 27/07/2026,event,2026-07-27T23:59:00Z,2026-07-28T06:00:00Z,2026-07-27T23:00:00Z,EUR,50,130,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
ushuaia-20260728-calvin-harris,Calvin Harris @ 28 Jul 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 28/07/2026,event,2026-07-28T23:59:00Z,2026-07-29T06:00:00Z,2026-07-28T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260728-eastenderz,eastenderz @ 28 Jul 2026,hi-ibiza,East End Dubs & Guests,eastenderz en hi-ibiza - 28/07/2026,event,2026-07-28T23:59:00Z,2026-07-29T06:00:00Z,2026-07-28T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260728-vintage-culture,Vintage Culture @ 28 Jul 2026,pacha,Vintage Culture,Vintage Culture en pacha - 28/07/2026,event,2026-07-28T23:59:00Z,2026-07-29T06:00:00Z,2026-07-28T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260728-æden,ÆDEN @ 28 Jul 2026,unvrs,Anyma,ÆDEN en unvrs - 28/07/2026,event,2026-07-28T23:59:00Z,2026-07-29T06:00:00Z,2026-07-28T23:00:00Z,EUR,80,200,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260728-cocoon,Cocoon @ 28 Jul 2026,amnesia,Sven Väth,Cocoon en amnesia - 28/07/2026,event,2026-07-28T23:59:00Z,2026-07-29T06:00:00Z,2026-07-28T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260729-tomorrowland,Tomorrowland @ 29 Jul 2026,ushuaia,Dimitri Vegas & Like Mike,Tomorrowland en ushuaia - 29/07/2026,event,2026-07-29T23:59:00Z,2026-07-30T06:00:00Z,2026-07-29T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260729-our-house,OUR HOUSE @ 29 Jul 2026,hi-ibiza,MEDUZA + James Hype,OUR HOUSE en hi-ibiza - 29/07/2026,event,2026-07-29T23:59:00Z,2026-07-30T06:00:00Z,2026-07-29T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260729-abracadabra,Abracadabra @ 29 Jul 2026,pacha,BLOND:ISH & Friends,Abracadabra en pacha - 29/07/2026,event,2026-07-29T23:59:00Z,2026-07-30T06:00:00Z,2026-07-29T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260729-paradise,Paradise @ 29 Jul 2026,unvrs,Jamie Jones,Paradise en unvrs - 29/07/2026,event,2026-07-29T23:59:00Z,2026-07-30T06:00:00Z,2026-07-29T23:00:00Z,EUR,65,170,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
ushuaia-20260730-martin-garrix,Martin Garrix @ 30 Jul 2026,ushuaia,Martin Garrix,Martin Garrix en ushuaia - 30/07/2026,event,2026-07-30T23:59:00Z,2026-07-31T06:00:00Z,2026-07-30T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260730-bed,bed @ 30 Jul 2026,hi-ibiza,Lineup TBA,bed en hi-ibiza - 30/07/2026,event,2026-07-30T23:59:00Z,2026-07-31T06:00:00Z,2026-07-30T23:00:00Z,EUR,50,120,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260730-music-on,Music On @ 30 Jul 2026,pacha,Marco Carola,Music On en pacha - 30/07/2026,event,2026-07-30T23:59:00Z,2026-07-31T06:00:00Z,2026-07-30T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260730-fisher,FISHER @ 30 Jul 2026,unvrs,FISHER & Friends,FISHER en unvrs - 30/07/2026,event,2026-07-30T23:59:00Z,2026-07-31T06:00:00Z,2026-07-30T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
eden-20260730-toolroom,Toolroom @ 30 Jul 2026,eden,Lineup TBA,Toolroom en eden - 30/07/2026,event,2026-07-30T23:59:00Z,2026-07-31T06:00:00Z,2026-07-30T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260731-calvin-harris,Calvin Harris @ 31 Jul 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 31/07/2026,event,2026-07-31T23:59:00Z,2026-08-01T06:00:00Z,2026-07-31T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260731-dom-dolla,Dom Dolla @ 31 Jul 2026,hi-ibiza,Dom Dolla & Friends,Dom Dolla en hi-ibiza - 31/07/2026,event,2026-07-31T23:59:00Z,2026-08-01T06:00:00Z,2026-07-31T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260731-music-on,Music On @ 31 Jul 2026,pacha,Marco Carola,Music On en pacha - 31/07/2026,event,2026-07-31T23:59:00Z,2026-08-01T06:00:00Z,2026-07-31T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260731-galactic-circus,Galactic Circus @ 31 Jul 2026,unvrs,David Guetta,Galactic Circus en unvrs - 31/07/2026,event,2026-07-31T23:59:00Z,2026-08-01T06:00:00Z,2026-07-31T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260731-glitterbox,Glitterbox @ 31 Jul 2026,amnesia,Armand Van Helden,Glitterbox en amnesia - 31/07/2026,event,2026-07-31T23:59:00Z,2026-08-01T06:00:00Z,2026-07-31T23:00:00Z,EUR,60,140,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
eden-20260731-viva-warriors,Viva Warriors @ 31 Jul 2026,eden,Lineup TBA,Viva Warriors en eden - 31/07/2026,event,2026-07-31T23:59:00Z,2026-08-01T06:00:00Z,2026-07-31T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260801-ants,ANTS @ 01 Aug 2026,ushuaia,Lineup estelar,ANTS en ushuaia - 01/08/2026,event,2026-08-01T23:59:00Z,2026-08-02T06:00:00Z,2026-08-01T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260801-black-coffee,Black Coffee @ 01 Aug 2026,hi-ibiza,Black Coffee & Friends,Black Coffee en hi-ibiza - 01/08/2026,event,2026-08-01T23:59:00Z,2026-08-02T06:00:00Z,2026-08-01T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260801-robin-schulz,Robin Schulz @ 01 Aug 2026,pacha,Robin Schulz & Friends,Robin Schulz en pacha - 01/08/2026,event,2026-08-01T23:59:00Z,2026-08-02T06:00:00Z,2026-08-01T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260801-elrow,elrow @ 01 Aug 2026,unvrs,Enter the Wortex,elrow en unvrs - 01/08/2026,event,2026-08-01T23:59:00Z,2026-08-02T06:00:00Z,2026-08-01T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260801-elrow,elrow @ 01 Aug 2026,amnesia,Lineup loco,elrow en amnesia - 01/08/2026,event,2026-08-01T23:59:00Z,2026-08-02T06:00:00Z,2026-08-01T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
dc10-20260801-circoloco,Circoloco @ 01 Aug 2026,dc10,Lineup TBA,Circoloco en dc10 - 01/08/2026,event,2026-08-01T23:59:00Z,2026-08-02T06:00:00Z,2026-08-01T23:00:00Z,EUR,55,140,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
eden-20260801-defected,Defected @ 01 Aug 2026,eden,Lineup TBA,Defected en eden - 01/08/2026,event,2026-08-01T23:59:00Z,2026-08-02T06:00:00Z,2026-08-01T23:00:00Z,EUR,40,90,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260802-swedish-house-mafia,Swedish House Mafia @ 02 Aug 2026,ushuaia,SHM,Swedish House Mafia en ushuaia - 02/08/2026,event,2026-08-02T23:59:00Z,2026-08-03T06:00:00Z,2026-08-02T23:00:00Z,EUR,75,180,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260802-the-anarchist,The Anarchist @ 02 Aug 2026,hi-ibiza,Lineup TBA,The Anarchist en hi-ibiza - 02/08/2026,event,2026-08-02T23:59:00Z,2026-08-03T06:00:00Z,2026-08-02T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260802-solomun-+1,Solomun +1 @ 02 Aug 2026,pacha,Solomun,Solomun +1 en pacha - 02/08/2026,event,2026-08-02T23:59:00Z,2026-08-03T06:00:00Z,2026-08-02T23:00:00Z,EUR,60,140,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260802-carl-cox,Carl Cox @ 02 Aug 2026,unvrs,Carl Cox all-night-long,Carl Cox en unvrs - 02/08/2026,event,2026-08-02T23:59:00Z,2026-08-03T06:00:00Z,2026-08-02T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260802-together,Together @ 02 Aug 2026,amnesia,Lineup TBA,Together en amnesia - 02/08/2026,event,2026-08-02T23:59:00Z,2026-08-03T06:00:00Z,2026-08-02T23:00:00Z,EUR,50,120,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260803-f***-me-im-famous,F*** ME I'M FAMOUS! @ 03 Aug 2026,ushuaia,David Guetta & Friends,F*** ME I'M FAMOUS! en ushuaia - 03/08/2026,event,2026-08-03T23:59:00Z,2026-08-04T06:00:00Z,2026-08-03T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260803-solèy,Solèy @ 03 Aug 2026,hi-ibiza,Francis Mercier & Guests,Solèy en hi-ibiza - 03/08/2026,event,2026-08-03T23:59:00Z,2026-08-04T06:00:00Z,2026-08-03T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
